id,Presentation,Structural,Temporal,Gratitude,Signature,Status,Deprecation,Duplication,DateTime,Actual,Predicted,,,,
371781,0,0,0,0,0,0,0,0,2008-12-16 16:21,0,0,,,,
378880,0,0,0,0,0,0,0,0,2008-12-18 19:23,0,0,,,,
380198,0,0,0,0,0,0,0,0,2008-12-19 12:51,0,0,,,,
381744,0,0,0,0,0,0,0,0,2008-12-19 18:20,0,0,,,,
383728,0,0,0,0,0,0,0,0,2008-12-21 17:22,0,0,,,,
384324,0,0,0,0,0,0,0,0,2008-12-21 10:56,0,0,,,,
384502,0,0,0,0,0,0,0,0,2017-04-18 1:38,0,0,,,,
388221,0,0,0,0,0,0,0,0,2008-12-23 6:09,0,0,,,,
389456,0,0,0,0,0,0,0,0,2012-04-03 11:12,0,0,,,,
390394,0,0,0,0,0,0,0,0,2009-05-22 15:12,0,0,,,,
392094,0,0,0,0,0,0,0,0,2015-01-05 17:13,0,0,,,,
396222,0,0,0,0,0,0,0,0,2008-12-28 19:19,0,0,,,,
400212,0,0,0,0,0,0,0,0,2017-03-22 16:26,0,0,,,,
401656,0,0,0,0,0,0,0,0,2017-03-22 16:18,0,0,,,,
412169,0,0,0,0,0,0,0,0,2012-06-15 5:21,0,0,,,,
417142,0,0,0,0,0,0,0,0,2017-03-22 16:19,0,0,,,,
417428,0,0,0,0,0,0,0,0,2015-12-07 19:09,0,0,,,,
418171,0,0,0,0,0,0,0,0,2009-01-06 22:22,0,0,,,,
431494,0,0,0,0,0,0,0,0,2009-01-10 18:41,0,0,,,,
433881,0,0,0,0,0,0,0,0,2009-01-27 22:58,0,0,,,,
434450,0,0,0,0,0,0,0,0,2010-04-01 3:15,0,0,,,,
434647,0,0,0,0,0,0,0,0,2009-09-24 23:18,0,0,,,,
441302,0,0,0,0,0,0,0,0,2009-01-13 23:30,0,0,,,,
443499,0,0,0,0,0,0,0,0,2014-03-12 11:07,0,0,,,,
446321,0,0,0,0,0,0,0,0,2011-05-15 8:20,0,0,,,,
446906,0,0,0,0,0,0,0,0,2009-02-03 12:27,0,0,,,,
450906,0,0,0,0,0,0,0,0,2009-01-16 16:12,0,0,,,,
450992,0,0,0,0,0,0,0,0,2009-02-12 16:05,0,0,,,,
451415,0,0,0,0,0,0,0,0,2017-03-22 16:14,0,0,,,,
456673,0,0,0,0,0,0,0,0,2009-01-19 6:13,0,0,,,,
456914,0,0,0,0,0,0,0,0,2009-01-30 15:13,0,0,,,,
464677,0,0,0,0,0,0,0,0,2009-06-11 13:01,0,0,,,,
465052,0,0,0,0,0,0,0,0,2009-02-06 17:26,0,0,,,,
467383,0,0,0,0,0,0,0,0,2009-01-21 23:12,0,0,,,,
467794,0,0,0,0,0,0,0,0,2009-08-11 7:56,0,0,,,,
472690,0,0,0,0,0,0,0,0,2009-01-23 14:33,0,0,,,,
476816,0,0,0,0,0,0,0,0,2009-01-24 23:55,0,0,,,,
476953,0,0,0,0,0,0,0,0,2009-12-02 7:41,0,0,,,,
477572,0,0,0,0,0,0,0,0,2017-03-22 16:16,0,0,,,,
479798,0,0,0,0,0,0,0,0,2009-05-08 13:21,0,0,,,,
480093,0,0,0,0,0,0,0,0,2009-01-30 3:41,0,0,,,,
480156,0,0,0,0,0,0,0,0,2015-10-09 17:38,0,0,,,,
